Add to Cart Browsing,Age Group,Browsing Frequency,Cart Abandonment Factors,Cart Completion Frequency,Gender,Improvement Areas,Personalized Recommendation Frequency,Product Search Method,Purchase Categories,Purchase Frequency,Recommendation Helpfulness,Review Helpfulness,Review Left,Review Reliability,Saveforlater Frequency,Search Result Exploration,Service Appreciation,Timestamp,Age,Customer Reviews Importance,Personalized Recommendation Frequency1,Rating Accuracy,Shopping Satisfaction
Maybe,36-45,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Home and Kitchen,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/09 3:24:36 PM GMT+5:30,45,3,3,3,3
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Wide product selection,2023/06/09 3:25:33 PM GMT+5:30,23,3,3,4,3
Maybe,16-25,Few times a month,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Once a month,Sometimes,Yes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/09 3:26:38 PM GMT+5:30,23,3,3,3,3
Maybe,26-35,Few times a month,Changed my mind or no longer need the item,Rarely,Prefer not to say,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Few times a month,Sometimes,Yes,No,Rarely,Rarely,Multiple pages,Product recommendations,2023/06/09 4:28:30 PM GMT+5:30,34,3,2,1,3
Maybe,26-35,Few times a week,Found a better price elsewhere,Sometimes,Female,Reducing packaging waste,No,categories,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Rarely,First page,Product recommendations,2023/06/09 4:28:58 PM GMT+5:30,34,2,2,2,2
Yes,36-45,Few times a month,Changed my mind or no longer need the item,Often,Others,Product quality and accuracy,No,Filter,Beauty and Personal Care,Few times a month,Sometimes,No,Yes,Moderately,Often,First page,Competitive prices,2023/06/09 4:29:23 PM GMT+5:30,45,2,2,3,2
No,26-35,Few times a month,Changed my mind or no longer need the item,Rarely,Prefer not to say,Product quality and accuracy,No,categories,Beauty and Personal Care,Once a week,Yes,No,Yes,Moderately,Often,Multiple pages,Competitive prices,2023/06/09 4:29:50 PM GMT+5:30,33,1,2,2,2
Yes,26-35,Few times a week,Found a better price elsewhere,Often,Female,Reducing packaging waste,Sometimes,Filter,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Moderately,Often,Multiple pages,Competitive prices,2023/06/09 4:30:15 PM GMT+5:30,34,2,2,2,1
Maybe,36-45,Few times a month,Found a better price elsewhere,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Heavily,Often,First page,Competitive prices,2023/06/09 4:30:40 PM GMT+5:30,45,3,4,3,3
No,36-45,Few times a week,Changed my mind or no longer need the item,Sometimes,Male,Product quality and accuracy,No,others,Beauty and Personal Care,Few times a month,Sometimes,No,Yes,Heavily,Often,First page,Product recommendations,2023/06/09 4:31:06 PM GMT+5:30,45,2,3,3,3
Maybe,26-35,Few times a week,Changed my mind or no longer need the item,Often,Female,Customer service responsiveness,No,categories,Clothing and Fashion,Once a week,Sometimes,Sometimes,Yes,Heavily,Sometimes,First page,Competitive prices,2023/06/09 4:31:33 PM GMT+5:30,34,2,2,2,3
No,65+,Few times a week,High shipping costs,Sometimes,Prefer not to say,Reducing packaging waste,Sometimes,Filter,Home and Kitchen,Few times a month,Sometimes,Sometimes,Yes,Rarely,Sometimes,Multiple pages,Product recommendations,2023/06/09 4:32:00 PM GMT+5:30,67,3,2,4,2
Maybe,26-35,Few times a week,Found a better price elsewhere,Always,Female,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/09 4:32:28 PM GMT+5:30,34,3,3,3,4
Maybe,36-45,Few times a week,Found a better price elsewhere,Always,Others,Customer service responsiveness,No,Filter,Beauty and Personal Care,Less than once a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,First page,Product recommendations,2023/06/09 4:32:56 PM GMT+5:30,45,4,3,2,2
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Reducing packaging waste,Sometimes,Filter,Clothing and Fashion,Once a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/09 4:33:19 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Less than once a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 7:22:11 PM GMT+5:30,21,3,3,3,3
Maybe,16-25,Few times a week,High shipping costs,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,User-friendly website/app interface,2023/06/09 7:23:09 PM GMT+5:30,23,3,3,4,4
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Prefer not to say,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care;Clothing and Fashion,Multiple times a week,Yes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/09 7:24:06 PM GMT+5:30,23,3,3,3,3
Maybe,36-45,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Once a week,Sometimes,Sometimes,Yes,Occasionally,Never,Multiple pages,Product recommendations,2023/06/09 7:24:57 PM GMT+5:30,42,3,3,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Shipping speed and reliability,Sometimes,Keyword,Clothing and Fashion,Once a week,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/09 7:26:02 PM GMT+5:30,23,3,4,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Always,Prefer not to say,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care,Multiple times a week,Sometimes,Sometimes,Yes,Never,Sometimes,Multiple pages,Wide product selection,2023/06/09 7:27:00 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a month,others,Sometimes,Prefer not to say,Reducing packaging waste,Sometimes,Filter,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Moderately,Rarely,Multiple pages,Product recommendations,2023/06/09 7:28:09 PM GMT+5:30,25,3,3,3,3
Yes,36-45,Few times a week,Found a better price elsewhere,Sometimes,Male,Product quality and accuracy,No,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Multiple times a week,Yes,Yes,Yes,Heavily,Often,Multiple pages,Wide product selection,2023/06/10 10:49:42 AM GMT+5:30,40,1,2,2,1
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Yes,Filter,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/10 2:40:34 PM GMT+5:30,23,3,3,3,3
Maybe,16-25,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Clothing and Fashion,Multiple times a week,Sometimes,Sometimes,No,Heavily,Sometimes,Multiple pages,Product recommendations,2023/06/10 2:41:51 PM GMT+5:30,23,3,3,3,3
Yes,26-35,Rarely,Changed my mind or no longer need the item,Sometimes,Male,Product quality and accuracy,Sometimes,categories,Clothing and Fashion,Less than once a month,Sometimes,Yes,No,Heavily,Sometimes,Multiple pages,Wide product selection,2023/06/10 11:21:59 PM GMT+5:30,27,1,3,2,2
Yes,36-45,Few times a week,Found a better price elsewhere,Often,Male,Reducing packaging waste,Sometimes,Keyword,Home and Kitchen,Once a month,Yes,Yes,Yes,Moderately,Often,Multiple pages,All the above,2023/06/11 9:31:41 AM GMT+5:30,39,1,1,2,1
Yes,26-35,Few times a week,Found a better price elsewhere,Sometimes,Female,Shipping speed and reliability,No,others,Clothing and Fashion;Home and Kitchen;others,Once a month,Yes,Yes,Yes,Occasionally,Rarely,Multiple pages,Competitive prices,2023/06/11 9:53:31 AM GMT+5:30,32,1,5,1,2
Maybe,36-45,Rarely,others,Sometimes,Female,Product quality and accuracy,No,Keyword,Home and Kitchen,Less than once a month,Yes,Yes,No,Rarely,Sometimes,Multiple pages,Wide product selection,2023/06/11 2:07:39 PM GMT+5:30,36,1,2,1,2
Yes,36-45,Rarely,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Yes,categories,Clothing and Fashion,Once a month,Yes,Sometimes,Yes,Rarely,Sometimes,Multiple pages,Product recommendations,2023/06/11 9:15:38 PM GMT+5:30,40,4,5,5,4
No,16-25,Rarely,Found a better price elsewhere,Sometimes,Male,Customer service responsiveness,Sometimes,Filter,Clothing and Fashion,Once a month,Sometimes,Yes,No,Moderately,Sometimes,First page,Product recommendations,2023/06/11 10:42:48 PM GMT+5:30,23,3,3,3,1
Maybe,36-45,Few times a month,Changed my mind or no longer need the item,Rarely,Female,Reducing packaging waste,Sometimes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Moderately,Rarely,First page,Competitive prices,2023/06/11 10:43:19 PM GMT+5:30,45,3,3,1,1
Yes,36-45,Multiple times a day,High shipping costs,Often,Prefer not to say,Product quality and accuracy,Yes,Keyword,Clothing and Fashion,Few times a month,Yes,Yes,Yes,Heavily,Always,Multiple pages,Wide product selection,2023/06/11 10:44:01 PM GMT+5:30,45,2,1,1,1
Maybe,36-45,Few times a month,Found a better price elsewhere,Sometimes,Prefer not to say,Product quality and accuracy,Yes,Filter,Beauty and Personal Care,Few times a month,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Wide product selection,2023/06/11 10:44:46 PM GMT+5:30,45,2,2,2,1
Maybe,36-45,Multiple times a day,Found a better price elsewhere,Often,Prefer not to say,Reducing packaging waste,Yes,Keyword,Groceries and Gourmet Food;Clothing and Fashion,Few times a month,Sometimes,No,Yes,Heavily,Often,Multiple pages,Product recommendations,2023/06/11 10:45:34 PM GMT+5:30,45,1,1,3,1
No,36-45,Multiple times a day,Found a better price elsewhere,Sometimes,Female,Shipping speed and reliability,No,categories,Clothing and Fashion,Few times a month,No,Sometimes,No,Moderately,Never,First page,User-friendly website/app interface,2023/06/11 10:47:42 PM GMT+5:30,45,1,4,4,4
Maybe,26-35,Rarely,High shipping costs,Rarely,Male,Customer service responsiveness,No,others,Clothing and Fashion;Home and Kitchen,Once a month,No,No,Yes,Occasionally,Sometimes,First page,Competitive prices,2023/06/11 10:48:27 PM GMT+5:30,32,4,2,3,5
Yes,26-35,Few times a month,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Reducing packaging waste,Sometimes,Filter,Home and Kitchen,Once a month,No,No,No,Rarely,Sometimes,Multiple pages,Competitive prices,2023/06/11 10:49:05 PM GMT+5:30,34,2,3,3,2
Maybe,46-55,Few times a month,Changed my mind or no longer need the item,Sometimes,Male,Reducing packaging waste,Sometimes,categories,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Few times a month,No,No,No,Occasionally,Sometimes,First page,Competitive prices,2023/06/11 10:49:49 PM GMT+5:30,54,4,3,2,3
Maybe,16-25,Few times a month,Found a better price elsewhere,Often,Male,Customer service responsiveness,No,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Once a week,No,Sometimes,No,Heavily,Sometimes,Multiple pages,Product recommendations,2023/06/11 10:50:44 PM GMT+5:30,25,3,3,2,2
Maybe,26-35,Multiple times a day,Found a better price elsewhere,Often,Others,Product quality and accuracy,No,Filter,Clothing and Fashion;Home and Kitchen;others,Once a month,No,Sometimes,No,Occasionally,Rarely,First page,Product recommendations,2023/06/11 10:51:27 PM GMT+5:30,26,4,3,2,2
No,36-45,Few times a week,Found a better price elsewhere,Sometimes,Female,Reducing packaging waste,No,categories,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,No,Sometimes,Yes,Moderately,Often,First page,Competitive prices,2023/06/11 10:52:06 PM GMT+5:30,36,3,3,2,2
No,16-25,Few times a month,Found a better price elsewhere,Often,Male,Customer service responsiveness,Sometimes,Keyword,Clothing and Fashion;Home and Kitchen,Once a month,No,Sometimes,No,Occasionally,Always,First page,Competitive prices,2023/06/11 10:52:47 PM GMT+5:30,22,2,2,2,2
Yes,26-35,Few times a week,Found a better price elsewhere,Often,Female,Product quality and accuracy,Sometimes,Filter,Clothing and Fashion,Few times a month,Sometimes,Sometimes,Yes,Moderately,Always,First page,Competitive prices,2023/06/11 10:53:44 PM GMT+5:30,34,1,2,2,2
No,26-35,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,No,categories,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,Sometimes,Sometimes,No,Rarely,Often,Multiple pages,Wide product selection,2023/06/11 10:54:33 PM GMT+5:30,35,3,2,2,3
No,26-35,Few times a week,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Reducing packaging waste,Sometimes,categories,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a month,Sometimes,Sometimes,No,Heavily,Sometimes,Multiple pages,Competitive prices,2023/06/11 10:55:58 PM GMT+5:30,34,4,2,5,4
No,16-25,Few times a month,Changed my mind or no longer need the item,Rarely,Others,Product quality and accuracy,No,categories,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Multiple times a week,No,No,No,Never,Sometimes,First page,Product recommendations,2023/06/11 10:56:58 PM GMT+5:30,21,4,5,5,4
No,16-25,Rarely,others,Never,Female,Reducing packaging waste,No,others,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,No,No,No,Never,Never,First page,User-friendly website/app interface,2023/06/11 10:57:34 PM GMT+5:30,24,5,5,5,5
No,26-35,Rarely,others,Never,Prefer not to say,Product quality and accuracy,No,others,Home and Kitchen;others,Less than once a month,No,No,No,Never,Never,First page,User-friendly website/app interface,2023/06/11 10:58:09 PM GMT+5:30,26,5,5,5,5
Maybe,36-45,Rarely,others,Rarely,Male,Customer service responsiveness,No,others,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Once a month,No,No,No,Rarely,Never,First page,Wide product selection,2023/06/11 10:58:52 PM GMT+5:30,36,5,4,5,4
Maybe,36-45,Few times a month,Found a better price elsewhere,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Groceries and Gourmet Food,Once a month,Sometimes,No,No,Occasionally,Sometimes,First page,Competitive prices,2023/06/11 10:59:30 PM GMT+5:30,36,3,3,3,3
No,26-35,Multiple times a day,Changed my mind or no longer need the item,Rarely,Female,Reducing packaging waste,Sometimes,others,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Once a week,Sometimes,Sometimes,No,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/11 11:00:11 PM GMT+5:30,28,4,3,3,4
Maybe,36-45,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Shipping speed and reliability,Yes,categories,Groceries and Gourmet Food;Beauty and Personal Care,Few times a month,No,Sometimes,Yes,Moderately,Sometimes,Multiple pages,Wide product selection,2023/06/11 11:01:04 PM GMT+5:30,40,2,3,2,3
No,46-55,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,No,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,Sometimes,Sometimes,No,Rarely,Sometimes,Multiple pages,Product recommendations,2023/06/11 11:02:11 PM GMT+5:30,50,3,3,4,3
Maybe,26-35,Few times a month,Changed my mind or no longer need the item,Often,Male,Product quality and accuracy,Sometimes,Filter,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Once a month,No,Yes,Yes,Occasionally,Sometimes,Multiple pages,Wide product selection,2023/06/11 11:02:55 PM GMT+5:30,27,2,2,2,3
Maybe,26-35,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Shipping speed and reliability,No,Filter,Beauty and Personal Care;Clothing and Fashion,Few times a month,Sometimes,Sometimes,No,Moderately,Sometimes,First page,Wide product selection,2023/06/11 11:03:34 PM GMT+5:30,27,3,3,3,4
Maybe,36-45,Few times a month,Changed my mind or no longer need the item,Sometimes,Male,Product quality and accuracy,Sometimes,Keyword,Clothing and Fashion;Home and Kitchen;others,Few times a month,Yes,No,Yes,Moderately,Often,First page,Product recommendations,2023/06/11 11:04:17 PM GMT+5:30,45,4,2,2,3
No,46-55,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Reducing packaging waste,Sometimes,categories,Clothing and Fashion;Home and Kitchen;others,Few times a month,Yes,Sometimes,No,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/11 11:04:55 PM GMT+5:30,46,3,2,2,3
Yes,56-65,Few times a month,High shipping costs,Sometimes,Prefer not to say,Customer service responsiveness,Sometimes,categories,Home and Kitchen;others,Less than once a month,No,Sometimes,Yes,Occasionally,Sometimes,First page,Product recommendations,2023/06/11 11:05:38 PM GMT+5:30,60,4,4,3,4
Yes,26-35,Few times a week,Found a better price elsewhere,Always,Female,Reducing packaging waste,Yes,Filter,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a month,No,No,No,Occasionally,Often,First page,Wide product selection,2023/06/11 11:06:16 PM GMT+5:30,32,1,2,2,4
No,36-45,Few times a week,others,Sometimes,Female,Customer service responsiveness,Sometimes,Filter,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,No,No,No,Rarely,Sometimes,Multiple pages,Competitive prices,2023/06/11 11:06:52 PM GMT+5:30,45,2,3,2,2
No,16-25,Few times a week,Found a better price elsewhere,Often,Female,Customer service responsiveness,Yes,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Multiple times a week,No,Yes,No,Occasionally,Often,Multiple pages,Product recommendations,2023/06/11 11:07:31 PM GMT+5:30,25,3,2,2,2
Maybe,36-45,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Shipping speed and reliability,Yes,categories,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a month,No,No,No,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/11 11:08:35 PM GMT+5:30,37,3,3,2,3
Maybe,36-45,Rarely,Changed my mind or no longer need the item,Rarely,Female,Customer service responsiveness,No,Keyword,Beauty and Personal Care;Clothing and Fashion,Few times a month,No,Sometimes,No,Moderately,Sometimes,First page,Product recommendations,2023/06/11 11:09:33 PM GMT+5:30,37,3,1,2,3
Maybe,26-35,Few times a week,Changed my mind or no longer need the item,Sometimes,Male,Customer service responsiveness,Sometimes,Filter,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,No,Yes,Yes,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/11 11:10:14 PM GMT+5:30,32,2,2,2,3
No,56-65,Few times a week,Changed my mind or no longer need the item,Sometimes,Male,Reducing packaging waste,No,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,No,No,No,Moderately,Sometimes,Multiple pages,Product recommendations,2023/06/11 11:10:59 PM GMT+5:30,56,3,2,2,2
Maybe,26-35,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,No,Sometimes,No,Never,Sometimes,First page,Product recommendations,2023/06/11 11:15:03 PM GMT+5:30,34,3,3,3,2
Maybe,16-25,Few times a week,Changed my mind or no longer need the item,Often,Male,Product quality and accuracy,No,categories,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Once a month,Yes,Sometimes,No,Moderately,Rarely,First page,Wide product selection,2023/06/11 11:15:37 PM GMT+5:30,21,3,2,1,1
Maybe,46-55,Few times a week,Changed my mind or no longer need the item,Often,Male,Product quality and accuracy,Yes,Keyword,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Few times a month,Yes,Yes,No,Occasionally,Often,First page,Competitive prices,2023/06/11 11:16:18 PM GMT+5:30,46,1,2,2,2
Maybe,16-25,Rarely,Found a better price elsewhere,Sometimes,Male,Reducing packaging waste,Sometimes,Keyword,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Multiple times a week,Yes,Yes,Yes,Moderately,Often,Multiple pages,Competitive prices,2023/06/11 11:16:58 PM GMT+5:30,21,5,1,2,1
Yes,26-35,Few times a week,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Few times a month,Sometimes,No,Yes,Moderately,Often,Multiple pages,Competitive prices,2023/06/11 11:17:41 PM GMT+5:30,31,2,5,3,2
Maybe,36-45,Multiple times a day,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,Sometimes,categories,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Multiple times a week,No,Sometimes,No,Occasionally,Often,Multiple pages,User-friendly website/app interface,2023/06/11 11:18:35 PM GMT+5:30,36,3,2,2,2
No,26-35,Few times a month,High shipping costs,Often,Female,Product quality and accuracy,Sometimes,categories,Beauty and Personal Care;Home and Kitchen,Few times a month,Yes,Sometimes,Yes,Rarely,Sometimes,First page,Product recommendations,2023/06/11 11:19:12 PM GMT+5:30,35,2,3,2,1
Yes,16-25,Few times a month,Found a better price elsewhere,Sometimes,Male,Customer service responsiveness,Sometimes,categories,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,Sometimes,Yes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/11 11:19:45 PM GMT+5:30,25,1,2,4,3
No,36-45,Rarely,Changed my mind or no longer need the item,Rarely,Female,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Few times a month,No,Sometimes,No,Occasionally,Sometimes,Multiple pages,User-friendly website/app interface,2023/06/11 11:20:18 PM GMT+5:30,45,3,3,2,1
Maybe,36-45,Few times a week,Changed my mind or no longer need the item,Often,Female,Reducing packaging waste,No,Filter,Beauty and Personal Care;Clothing and Fashion,Few times a month,Yes,No,No,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/11 11:20:57 PM GMT+5:30,36,2,1,2,1
No,36-45,Few times a month,High shipping costs,Often,Female,Product quality and accuracy,No,categories,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Once a week,Sometimes,Sometimes,Yes,Moderately,Often,Multiple pages,Wide product selection,2023/06/11 11:21:30 PM GMT+5:30,36,1,1,1,2
No,36-45,Multiple times a day,Found a better price elsewhere,Always,Male,Product quality and accuracy,Sometimes,Filter,Beauty and Personal Care,Once a month,Yes,Sometimes,No,Rarely,Often,Multiple pages,Competitive prices,2023/06/11 11:22:19 PM GMT+5:30,43,2,1,2,1
Maybe,26-35,Few times a week,High shipping costs,Always,Female,Customer service responsiveness,No,categories,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Multiple times a week,Yes,Yes,Yes,Occasionally,Often,Multiple pages,Competitive prices,2023/06/11 11:22:55 PM GMT+5:30,34,4,1,1,1
No,36-45,Few times a week,Changed my mind or no longer need the item,Often,Male,Reducing packaging waste,No,Filter,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,No,No,Yes,Moderately,Often,Multiple pages,Competitive prices,2023/06/11 11:24:21 PM GMT+5:30,43,2,2,2,2
Yes,16-25,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,No,Keyword,Clothing and Fashion;others,Few times a month,No,No,No,Moderately,Often,Multiple pages,Product recommendations,2023/06/11 11:25:09 PM GMT+5:30,25,4,2,2,2
No,36-45,Few times a week,Found a better price elsewhere,Sometimes,Female,Customer service responsiveness,Sometimes,Filter,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Multiple times a week,Sometimes,Sometimes,No,Moderately,Sometimes,Multiple pages,Competitive prices,2023/06/11 11:25:48 PM GMT+5:30,43,3,3,2,2
No,56-65,Few times a week,Changed my mind or no longer need the item,Rarely,Female,Product quality and accuracy,Sometimes,Filter,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Multiple times a week,Sometimes,Sometimes,Yes,Occasionally,Often,First page,Product recommendations,2023/06/11 11:26:21 PM GMT+5:30,56,2,3,3,2
Maybe,26-35,Few times a month,Changed my mind or no longer need the item,Sometimes,Female,Customer service responsiveness,No,categories,Groceries and Gourmet Food;Beauty and Personal Care,Few times a month,No,Sometimes,No,Occasionally,Sometimes,First page,Product recommendations,2023/06/11 11:26:54 PM GMT+5:30,32,3,3,3,3
Maybe,16-25,Few times a week,Found a better price elsewhere,Sometimes,Male,Customer service responsiveness,Sometimes,categories,Clothing and Fashion,Once a week,Sometimes,Sometimes,No,Occasionally,Sometimes,Multiple pages,Competitive prices,2023/06/11 11:27:25 PM GMT+5:30,21,1,4,3,2
No,26-35,Few times a week,Found a better price elsewhere,Often,Male,Customer service responsiveness,No,categories,Clothing and Fashion,Less than once a month,No,No,Yes,Occasionally,Sometimes,First page,User-friendly website/app interface,2023/06/11 11:27:55 PM GMT+5:30,34,2,2,3,3
No,26-35,Multiple times a day,Changed my mind or no longer need the item,Always,Female,Product quality and accuracy,No,Keyword,Groceries and Gourmet Food;Clothing and Fashion,Once a week,No,Yes,No,Never,Sometimes,Multiple pages,User-friendly website/app interface,2023/06/11 11:28:26 PM GMT+5:30,34,5,2,3,2
No,26-35,Few times a week,Changed my mind or no longer need the item,Often,Female,Shipping speed and reliability,No,Keyword,Clothing and Fashion,Once a week,Sometimes,No,No,Occasionally,Sometimes,Multiple pages,User-friendly website/app interface,2023/06/12 9:40:22 AM GMT+5:30,34,2,4,4,4
Maybe,36-45,Few times a week,others,Sometimes,Prefer not to say,Reducing packaging waste,Sometimes,Keyword,Clothing and Fashion,Once a month,Sometimes,Sometimes,Yes,Heavily,Sometimes,First page,Product recommendations,2023/06/12 2:41:06 PM GMT+5:30,45,2,3,3,3
Maybe,36-45,Few times a week,Found a better price elsewhere,Sometimes,Female,Product quality and accuracy,Yes,categories,Beauty and Personal Care,Once a week,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/12 2:41:58 PM GMT+5:30,45,3,3,2,4
Maybe,36-45,Few times a month,Found a better price elsewhere,Never,Prefer not to say,Shipping speed and reliability,Sometimes,categories,Home and Kitchen,Less than once a month,Yes,Sometimes,No,Moderately,Rarely,Multiple pages,Competitive prices,2023/06/12 2:43:30 PM GMT+5:30,45,3,4,4,4
Maybe,36-45,Multiple times a day,Changed my mind or no longer need the item,Often,Female,Product quality and accuracy,Sometimes,categories,Groceries and Gourmet Food,Few times a month,Sometimes,Sometimes,Yes,Moderately,Rarely,Multiple pages,Product recommendations,2023/06/12 2:44:47 PM GMT+5:30,45,3,3,3,3
Maybe,36-45,Few times a month,Found a better price elsewhere,Rarely,Female,Reducing packaging waste,Yes,others,Beauty and Personal Care,Few times a month,Sometimes,Yes,Yes,Occasionally,Often,Multiple pages,Product recommendations,2023/06/12 2:48:55 PM GMT+5:30,45,3,3,3,3
Maybe,36-45,Multiple times a day,Changed my mind or no longer need the item,Sometimes,Prefer not to say,Product quality and accuracy,Sometimes,categories,Clothing and Fashion,Once a week,Sometimes,Sometimes,Yes,Occasionally,Sometimes,Multiple pages,Product recommendations,2023/06/12 2:49:47 PM GMT+5:30,45,3,4,3,4
